Post ID,Platform,Post Date,Posting Time,Content Type,Reach,Impressions,Likes,Comments,Shares,Saves,Followers Gained,Engagement Rate
POST00303,Facebook,2024-11-06,09:49,Carousel,30747,63989,1736,37,12,39,13,5.93
POST00304,Instagram,2024-04-27,11:14,Reel,36906,77017,1774,58,11,19,12,5.05
POST00305,LinkedIn,2024-11-21,20:43,Carousel,5740,12022,198,9,3,4,1,3.73
POST00306,Instagram,2024-12-03,04:40,Reel,59748,142073,2150,83,39,23,9,3.84
POST00307,LinkedIn,2024-02-19,20:02,Video,23700,52253,1215,59,8,12,9,5.46
POST00308,LinkedIn,2024-06-07,01:37,Image,17493,30895,698,16,11,10,4,4.2
POST00309,Facebook,2024-07-05,02:58,Reel,35944,68757,2615,96,34,69,16,7.83
POST00310,Instagram,2024-05-31,21:11,Video,54181,115035,4130,140,49,46,29,8.06
POST00311,Facebook,2024-04-12,22:56,Story,40765,90528,3239,102,62,37,13,8.44
POST00312,Instagram,2024-07-06,08:53,Video,62879,148702,4453,100,40,131,25,7.51
POST00313,Twitter/X,2024-03-25,21:51,Image,27129,41721,1104,51,10,21,9,4.37
POST00314,LinkedIn,2024-05-31,10:51,Image,11968,28840,596,11,3,10,2,5.18
POST00315,LinkedIn,2024-02-28,02:09,Image,23625,49222,580,12,9,11,3,2.59
POST00316,Facebook,2024-04-25,23:43,Image,4116,7514,304,11,2,9,1,7.92
POST00317,Facebook,2024-07-22,17:23,Carousel,31328,45613,2414,120,37,71,14,8.43
POST00318,Instagram,2024-02-16,00:16,Reel,67431,96353,2214,23,11,58,16,3.42
POST00319,Facebook,2024-10-01,20:43,Carousel,23970,45013,1884,75,13,36,14,8.38
POST00320,Instagram,2024-12-10,21:52,Reel,55738,123501,4325,175,77,95,36,8.38
POST00321,LinkedIn,2024-11-22,03:43,Image,17515,26224,1016,19,9,27,7,6.11
POST00322,Instagram,2024-04-29,19:56,Reel,102681,176980,7565,75,140,98,74,7.67
POST00323,Twitter/X,2024-10-14,22:14,Video,17820,39013,753,19,12,21,7,4.52
POST00324,Facebook,2024-11-27,21:58,Video,14478,27990,601,21,5,8,5,4.39
POST00325,Instagram,2024-12-24,21:07,Reel,29937,37439,663,11,11,10,6,2.32
POST00326,Facebook,2024-03-12,18:19,Video,46638,75751,3282,51,37,92,28,7.42
POST00327,Facebook,2024-09-09,19:56,Carousel,16891,39787,889,16,7,14,5,5.48
POST00328,Instagram,2024-10-02,21:23,Reel,54503,70293,4166,126,46,109,35,8.16
POST00329,Instagram,2024-12-09,22:34,Reel,52480,87031,3646,111,43,39,13,7.32
POST00330,Twitter/X,2024-08-02,23:09,Video,6858,15054,137,3,1,1,1,2.07
POST00331,Instagram,2024-07-31,15:39,Video,21554,38123,1572,18,12,25,11,7.55
POST00332,Facebook,2024-07-27,08:02,Video,33035,57792,1261,29,19,33,3,4.06
POST00333,Facebook,2024-12-19,21:28,Story,37609,64968,1249,50,16,16,5,3.54
POST00334,Facebook,2024-04-30,03:43,Carousel,33881,75040,1864,89,10,28,11,5.88
POST00335,Instagram,2024-07-07,20:22,Reel,33927,65415,2267,86,17,66,11,7.18
POST00336,Instagram,2024-02-01,19:07,Video,12583,28243,343,5,6,5,0,2.85
POST00337,Instagram,2024-08-20,19:41,Image,58974,121763,1736,25,28,40,8,3.1
POST00338,Facebook,2024-11-23,00:03,Video,16495,23290,1108,43,11,11,9,7.11
POST00339,Instagram,2024-06-19,19:50,Reel,20514,36288,699,26,12,14,6,3.66
POST00340,Instagram,2024-10-16,22:13,Reel,92807,169553,2515,121,39,73,7,2.96
POST00341,Twitter/X,2024-10-27,19:21,Carousel,24969,50251,973,41,12,11,3,4.15
POST00342,Twitter/X,2024-03-16,19:00,Carousel,17155,40793,355,13,2,7,1,2.2
POST00343,Instagram,2024-05-21,04:08,Reel,9636,23275,441,19,6,6,1,4.9
POST00344,Instagram,2024-10-03,19:07,Video,47692,77842,1115,27,21,25,7,2.49
POST00345,Facebook,2024-12-04,04:00,Image,27703,60287,722,15,6,13,7,2.73
POST00346,Instagram,2024-07-02,07:37,Reel,23341,57462,625,16,10,15,3,2.85
POST00347,Instagram,2024-06-14,20:03,Reel,94353,187491,4812,190,69,101,34,5.48
POST00348,Instagram,2024-03-05,16:07,Reel,50835,65996,3918,85,25,86,25,8.09
POST00349,Facebook,2024-02-02,11:32,Image,22233,47021,942,30,11,22,5,4.52
POST00350,Facebook,2024-10-30,22:14,Image,30364,70624,2332,33,17,67,17,8.07
POST00351,Twitter/X,2024-11-10,22:19,Image,3938,7926,167,2,2,2,1,4.39
POST00352,Facebook,2024-08-22,00:03,Story,11746,25176,669,26,5,15,3,6.09
POST00353,LinkedIn,2024-09-02,13:43,Image,20163,43812,1509,41,13,28,11,7.89
POST00354,Instagram,2024-02-25,14:04,Reel,74724,142792,4501,171,36,103,37,6.44
POST00355,Instagram,2024-02-11,19:04,Story,48032,73147,1578,32,13,17,8,3.41
POST00356,LinkedIn,2024-03-05,22:35,Reel,47901,94520,2027,47,37,35,11,4.48
POST00357,Instagram,2024-12-30,22:33,Carousel,21876,43791,1412,55,18,16,6,6.86
POST00358,Twitter/X,2024-05-30,19:27,Video,16423,26830,1181,55,21,12,9,7.73
POST00359,Facebook,2024-02-20,03:54,Carousel,8307,18970,415,13,2,10,1,5.3
POST00360,Facebook,2024-12-01,17:46,Carousel,10352,15128,573,15,6,6,1,5.8
POST00361,Instagram,2024-04-20,07:26,Reel,24259,49772,863,14,6,9,2,3.68
POST00362,LinkedIn,2024-06-22,12:26,Carousel,4668,10617,218,9,1,6,1,5.01
POST00363,Facebook,2024-02-18,20:42,Image,50159,83260,3496,145,33,98,33,7.52
POST00364,Instagram,2024-05-10,19:43,Reel,43513,67573,1475,33,27,17,12,3.57
POST00365,Instagram,2024-08-30,18:05,Reel,66956,139270,4705,208,76,88,30,7.58
POST00366,Instagram,2024-08-09,20:51,Reel,84982,181734,3661,108,41,90,32,4.59
POST00367,Facebook,2024-03-07,18:35,Carousel,23683,33387,592,6,4,16,1,2.61
POST00368,Facebook,2024-10-14,18:26,Image,45283,84905,2556,50,14,45,7,5.89
POST00369,Instagram,2024-06-30,13:55,Story,38696,74448,1739,47,22,41,12,4.78
POST00370,Instagram,2024-01-27,19:19,Reel,22297,42602,1215,13,23,29,6,5.74
POST00371,Twitter/X,2024-06-29,22:13,Video,30286,56512,813,33,12,20,7,2.9
POST00372,LinkedIn,2024-03-20,07:54,Reel,12471,16084,604,19,8,14,1,5.17
POST00373,Instagram,2024-02-25,22:23,Reel,80371,187780,2588,39,24,53,14,3.36
POST00374,LinkedIn,2024-02-28,18:14,Video,12728,15494,567,20,2,8,1,4.69
POST00375,Instagram,2024-08-07,19:39,Reel,67985,129463,5308,67,78,60,23,8.11
POST00376,LinkedIn,2024-12-11,00:38,Video,31801,77127,717,19,4,17,4,2.38
POST00377,LinkedIn,2024-12-02,08:01,Image,24387,30701,999,47,10,26,8,4.44
POST00378,Facebook,2024-04-02,20:58,Reel,43866,96709,2320,29,38,50,18,5.56
POST00379,LinkedIn,2024-06-22,19:55,Carousel,19007,41550,396,7,6,7,2,2.19
POST00380,Instagram,2024-03-14,12:04,Reel,25057,59653,1641,55,24,45,10,7.04
POST00381,Facebook,2024-03-13,00:05,Image,39284,83726,1424,25,13,21,4,3.78
POST00382,Facebook,2024-09-28,21:29,Story,43730,84193,2408,36,28,45,23,5.76
POST00383,Facebook,2024-06-23,20:46,Video,25013,38602,1909,67,18,29,5,8.09
POST00384,LinkedIn,2024-06-15,18:38,Image,29818,67713,709,29,12,13,6,2.56
POST00385,LinkedIn,2024-02-13,04:10,Carousel,24867,41747,1142,12,10,12,10,4.73
POST00386,Instagram,2024-11-12,18:17,Reel,86013,199167,5765,156,46,116,43,7.07
POST00387,Facebook,2024-08-14,15:38,Carousel,35001,76036,2406,92,46,63,21,7.45
POST00388,Twitter/X,2024-08-14,06:48,Carousel,15908,36833,1270,24,7,23,2,8.32
POST00389,Instagram,2024-09-19,21:07,Reel,20147,34810,419,5,4,4,0,2.14
POST00390,Twitter/X,2024-05-25,18:31,Reel,35100,43896,2464,85,33,55,21,7.51
POST00391,Facebook,2024-09-26,01:14,Reel,19182,38935,1227,45,8,26,7,6.81
POST00392,Twitter/X,2024-07-21,01:00,Video,18565,30529,959,17,19,28,6,5.51
POST00393,LinkedIn,2024-04-14,19:49,Carousel,22724,42157,1748,75,18,47,3,8.31
POST00394,Twitter/X,2024-03-11,09:20,Video,5738,12039,354,12,3,4,2,6.5
POST00395,Facebook,2024-03-02,21:11,Image,18117,35394,854,40,5,20,1,5.07
POST00396,Instagram,2024-03-07,19:32,Reel,82082,184163,6374,200,78,114,15,8.24
POST00397,Facebook,2024-10-13,11:04,Image,26989,52848,1499,36,8,15,7,5.77
POST00398,Instagram,2024-07-22,01:27,Reel,51448,78209,3161,107,39,93,22,6.61
POST00399,Facebook,2024-01-10,02:55,Carousel,6327,14194,505,5,9,11,4,8.38
POST00400,Facebook,2024-06-09,18:25,Carousel,9527,13016,389,10,4,9,3,4.32
POST00401,Instagram,2024-12-29,09:07,Reel,41173,71685,1238,35,7,35,2,3.19
POST00402,Facebook,2024-07-26,20:10,Video,53900,132491,2500,52,42,41,9,4.89
POST00403,Instagram,2024-11-12,22:58,Image,58662,98274,2418,53,47,32,21,4.35
POST00404,LinkedIn,2024-07-04,18:15,Image,28368,39754,708,20,6,15,5,2.64
POST00405,Instagram,2024-08-11,16:05,Reel,9670,15420,374,3,2,10,1,4.02
POST00406,Twitter/X,2024-07-21,23:21,Video,14748,23102,616,10,6,12,6,4.37
POST00407,LinkedIn,2024-04-23,19:04,Image,11331,21522,797,39,14,13,2,7.62
POST00408,Facebook,2024-09-18,16:32,Carousel,3446,6642,210,7,1,5,0,6.47
POST00409,LinkedIn,2024-04-09,11:22,Video,21526,29357,684,32,5,14,4,3.41
POST00410,Facebook,2024-11-26,07:06,Reel,38284,73446,1620,59,11,34,4,4.5
POST00411,Instagram,2024-03-15,19:38,Video,63575,109890,4716,161,64,99,20,7.93
POST00412,LinkedIn,2024-03-19,20:04,Image,32012,75618,1288,50,17,21,12,4.3
POST00413,Instagram,2024-03-31,20:31,Video,77509,181083,2711,55,13,74,22,3.68
POST00414,Facebook,2024-08-25,18:28,Carousel,31308,56223,1285,17,15,36,1,4.32
POST00415,Instagram,2024-12-14,18:41,Video,30461,67670,1687,17,27,40,11,5.81
POST00416,LinkedIn,2024-11-21,10:55,Video,28263,70641,1870,48,32,25,2,6.99
POST00417,Instagram,2024-11-17,21:04,Video,59256,88573,3567,102,59,44,23,6.37
POST00418,Instagram,2024-08-28,09:50,Carousel,40464,92700,1199,13,14,17,1,3.07
POST00419,LinkedIn,2024-05-20,11:32,Image,23432,33879,1765,66,24,24,2,8.02
POST00420,Facebook,2024-02-07,21:02,Carousel,18116,35063,1372,34,8,14,11,7.88
POST00421,Facebook,2024-01-30,20:04,Carousel,33188,57885,1246,29,11,13,8,3.91
POST00422,Facebook,2024-11-26,02:39,Carousel,17519,28254,1241,59,22,30,4,7.72
POST00423,Instagram,2024-10-31,14:37,Story,4245,8836,223,5,2,5,0,5.54
POST00424,Instagram,2024-10-10,23:57,Video,12858,19793,522,22,9,7,2,4.36
POST00425,Twitter/X,2024-01-22,18:41,Image,17011,36117,618,14,7,17,1,3.86
POST00426,Instagram,2024-04-06,21:32,Image,20295,41437,738,12,6,9,6,3.77
POST00427,LinkedIn,2024-03-18,14:06,Video,18709,38588,835,21,15,23,7,4.78
POST00428,Instagram,2024-06-24,02:32,Reel,70843,102565,2201,52,25,58,4,3.3
POST00429,LinkedIn,2024-11-26,19:45,Video,37718,78709,2904,44,46,65,18,8.11
POST00430,Facebook,2024-08-12,16:33,Video,42309,69689,2706,98,51,71,16,6.92
POST00431,LinkedIn,2024-11-08,20:58,Carousel,17327,28153,357,15,6,4,2,2.2
POST00432,Facebook,2024-05-24,20:43,Image,51839,101635,1740,79,29,41,11,3.64
POST00433,Twitter/X,2024-11-02,20:04,Image,7008,9981,378,8,7,9,3,5.74
POST00434,Instagram,2024-06-17,21:18,Story,30781,46543,882,12,4,18,2,2.98
POST00435,Twitter/X,2024-05-09,21:58,Video,22666,47494,1674,66,10,46,13,7.92
POST00436,Instagram,2024-11-04,10:05,Image,13848,31642,574,26,7,7,1,4.43
POST00437,Facebook,2024-10-25,11:19,Carousel,12968,20210,418,4,6,4,2,3.33
POST00438,Facebook,2024-12-01,12:08,Story,16295,28191,483,17,9,10,3,3.19
POST00439,Instagram,2024-10-31,02:19,Reel,73341,136853,4870,57,74,111,15,6.97
POST00440,LinkedIn,2024-10-13,20:52,Carousel,17196,38847,975,24,8,11,4,5.92
POST00441,Facebook,2024-03-06,23:43,Carousel,13637,21294,450,9,6,4,4,3.44
POST00442,Instagram,2024-09-26,21:32,Video,18768,36112,635,19,10,18,1,3.63
POST00443,Twitter/X,2024-07-04,20:11,Carousel,4785,8103,186,3,1,3,0,4.03
POST00444,LinkedIn,2024-04-19,21:12,Image,19422,44123,559,24,7,15,2,3.12
POST00445,Facebook,2024-04-25,04:04,Story,18080,27560,955,20,17,13,8,5.56
POST00446,Facebook,2024-05-31,03:32,Carousel,7906,19542,616,15,9,10,4,8.22
POST00447,LinkedIn,2024-10-03,16:02,Carousel,22435,38070,1282,36,21,38,3,6.14
POST00448,Facebook,2024-12-04,22:08,Video,32005,77454,988,34,8,15,5,3.27
POST00449,Facebook,2024-11-01,19:11,Image,48972,94763,2278,95,36,54,9,5.03
POST00450,LinkedIn,2024-12-20,05:46,Image,13618,27007,405,7,2,10,3,3.11
POST00451,Instagram,2024-08-12,20:43,Video,19464,30383,431,20,3,7,0,2.37
POST00452,Twitter/X,2024-05-01,19:18,Reel,16377,19893,1101,24,6,23,5,7.05
POST00453,Twitter/X,2024-08-17,19:19,Video,10777,20432,581,23,4,11,1,5.74
POST00454,Instagram,2024-08-28,06:23,Reel,49803,111924,1666,31,28,47,3,3.56
POST00455,Facebook,2024-12-13,14:29,Video,41271,64940,1518,35,22,41,11,3.92
POST00456,LinkedIn,2024-05-24,16:33,Video,23127,43685,686,22,11,17,1,3.18
POST00457,Instagram,2024-08-02,06:51,Video,39991,69185,1101,18,19,23,4,2.9
POST00458,LinkedIn,2024-11-05,20:03,Image,28410,43688,2078,95,19,30,9,7.82
POST00459,Instagram,2024-11-24,11:35,Reel,69160,143508,4803,124,35,118,20,7.35
POST00460,LinkedIn,2024-02-22,16:54,Image,24313,43225,1222,17,9,20,9,5.22
POST00461,Facebook,2024-03-04,19:17,Reel,61332,110887,3505,92,40,58,21,6.02
POST00462,Twitter/X,2024-08-18,04:53,Image,1244,2187,45,0,0,0,0,3.62
POST00463,Instagram,2024-08-11,19:52,Reel,47784,69454,2825,116,47,62,15,6.38
POST00464,Instagram,2024-08-18,00:26,Video,60810,126240,4306,98,65,94,27,7.5
POST00465,LinkedIn,2024-01-28,20:15,Video,7419,12549,212,2,2,6,0,2.99
POST00466,LinkedIn,2024-07-16,11:14,Carousel,20734,26496,577,19,10,6,4,2.95
POST00467,Instagram,2024-01-15,18:53,Reel,22139,30204,479,16,8,12,2,2.33
POST00468,LinkedIn,2024-12-31,04:08,Carousel,18035,25736,680,24,13,7,6,4.01
POST00469,Facebook,2024-01-20,21:44,Reel,41291,69021,2180,95,15,56,19,5.68
POST00470,Instagram,2024-03-12,15:28,Carousel,18731,40175,1256,62,17,20,10,7.23
POST00471,Facebook,2024-11-11,18:01,Reel,42096,50576,1528,28,22,34,9,3.83
POST00472,Instagram,2024-05-11,19:35,Reel,25510,58378,705,10,12,20,3,2.93
POST00473,Facebook,2024-11-07,03:49,Video,51524,88757,3283,135,22,32,24,6.74
POST00474,Facebook,2024-05-27,18:03,Image,27032,35674,1862,85,32,52,11,7.51
POST00475,LinkedIn,2024-05-02,19:29,Image,5579,11098,241,4,1,3,0,4.46
POST00476,Instagram,2024-02-02,21:38,Story,10126,19152,733,36,10,19,2,7.88
POST00477,Instagram,2024-10-01,22:36,Reel,70501,163380,3915,147,40,96,27,5.95
POST00478,Instagram,2024-05-03,09:27,Reel,61368,137791,2795,139,17,71,19,4.92
POST00479,LinkedIn,2024-01-01,07:36,Image,20542,41129,1458,26,10,42,2,7.48
POST00480,Facebook,2024-08-01,18:33,Reel,77050,169738,4554,197,89,88,7,6.4
POST00481,Instagram,2024-07-03,22:34,Video,38004,47659,1895,71,16,30,12,5.29
POST00482,Twitter/X,2024-09-16,16:35,Carousel,2466,3394,181,2,3,5,1,7.75
POST00483,LinkedIn,2024-01-11,21:02,Image,19356,46159,411,9,2,10,3,2.23
POST00484,Instagram,2024-11-21,20:16,Reel,30008,72314,1817,40,19,38,14,6.38
POST00485,Instagram,2024-01-09,18:22,Reel,20228,45725,971,12,7,10,5,4.94
POST00486,Instagram,2024-05-03,20:06,Image,56441,97130,1518,68,17,26,10,2.89
POST00487,Facebook,2024-10-24,10:08,Reel,21525,37441,1373,21,10,18,4,6.61
POST00488,Facebook,2024-01-23,20:52,Image,35686,58507,985,25,7,24,2,2.92
POST00489,Instagram,2024-11-25,21:44,Reel,75406,147047,3071,129,40,35,18,4.34
POST00490,Twitter/X,2024-09-02,04:04,Video,1959,4588,104,4,1,2,0,5.67
POST00491,Instagram,2024-08-22,19:02,Reel,43780,99685,1086,31,15,28,8,2.65
POST00492,Instagram,2024-04-12,10:59,Story,10758,17428,852,19,9,18,6,8.35
POST00493,Facebook,2024-06-07,17:30,Video,14212,34346,857,25,14,24,1,6.47
POST00494,Twitter/X,2024-05-09,19:18,Image,15363,22963,829,19,11,8,1,5.64
POST00495,Instagram,2024-07-01,01:55,Video,40751,88746,3029,131,24,57,8,7.95
POST00496,Instagram,2024-12-01,18:51,Reel,92128,176986,6408,225,107,140,30,7.47
POST00497,Twitter/X,2024-07-07,12:47,Video,13815,24033,288,8,1,7,2,2.2
POST00498,LinkedIn,2024-08-13,12:21,Image,13706,20487,822,10,9,10,2,6.21
POST00499,Instagram,2024-04-05,15:23,Reel,25171,42806,1794,86,32,27,4,7.7
POST00500,Facebook,2024-09-22,18:46,Image,44970,58123,2447,79,44,51,23,5.83
POST00501,Instagram,2024-08-05,22:52,Image,34832,82676,1793,50,17,39,9,5.45
POST00502,Facebook,2024-04-02,10:06,Story,28070,38316,769,23,6,13,7,2.89
POST00503,LinkedIn,2024-02-10,20:19,Carousel,10708,25768,272,5,4,3,0,2.65
POST00504,Instagram,2024-08-16,13:10,Carousel,35951,73658,1969,21,39,21,19,5.7
POST00505,Facebook,2024-12-19,14:02,Story,28184,48225,964,13,7,25,6,3.58
POST00506,Facebook,2024-06-29,13:17,Video,9987,12928,367,8,6,10,1,3.92
POST00507,Twitter/X,2024-11-23,01:04,Carousel,10643,19549,615,24,8,6,1,6.14
POST00508,LinkedIn,2024-12-09,11:32,Image,12171,23756,851,35,15,9,6,7.48
POST00509,Instagram,2024-12-13,18:09,Reel,50447,104853,2881,94,16,65,22,6.06
POST00510,Twitter/X,2024-11-07,14:02,Image,10654,25932,775,35,15,10,3,7.84
POST00511,LinkedIn,2024-03-05,20:23,Video,12765,25092,974,23,8,22,2,8.05
POST00512,Instagram,2024-07-15,01:38,Video,10606,22961,228,5,3,4,0,2.26
POST00513,LinkedIn,2024-03-19,11:23,Video,12955,18842,657,9,7,10,6,5.27
POST00514,Instagram,2024-08-15,18:08,Reel,73987,119471,3324,153,28,39,12,4.79
POST00515,Instagram,2024-09-28,20:41,Image,8929,11421,195,7,2,2,0,2.31
POST00516,Facebook,2024-05-22,18:01,Image,10644,14456,588,13,8,15,3,5.86
POST00517,Instagram,2024-04-05,12:58,Video,55047,85291,1757,34,16,37,11,3.35
POST00518,Facebook,2024-10-14,20:45,Reel,19300,27609,1223,50,19,26,1,6.83
POST00519,Facebook,2024-08-16,22:18,Reel,7380,15086,443,18,8,4,1,6.41
POST00520,Twitter/X,2024-12-21,15:12,Video,2323,5226,169,7,0,4,0,7.75
POST00521,Instagram,2024-03-03,18:28,Reel,26318,33535,743,7,13,7,2,2.93
POST00522,Facebook,2024-03-29,14:05,Video,35942,78641,1392,36,11,41,9,4.12
POST00523,Twitter/X,2024-12-15,10:42,Image,1178,2770,34,0,0,0,0,2.89
POST00524,Twitter/X,2024-06-26,17:34,Video,2250,3304,113,2,1,2,0,5.24
POST00525,Instagram,2024-05-28,05:45,Reel,8839,12889,592,27,6,14,5,7.23
POST00526,LinkedIn,2024-12-29,20:11,Image,6883,14000,148,6,2,2,1,2.3
POST00527,Instagram,2024-07-04,03:12,Reel,42183,98629,1609,71,28,40,3,4.14
POST00528,LinkedIn,2024-03-12,21:01,Carousel,30213,49280,1511,54,19,18,5,5.3
POST00529,LinkedIn,2024-07-03,11:29,Carousel,8221,14625,205,7,1,5,1,2.65
POST00530,Instagram,2024-10-09,18:04,Carousel,49030,67229,3054,121,46,45,27,6.66
POST00531,Instagram,2024-06-07,21:33,Image,7648,17619,328,5,5,6,0,4.5
POST00532,LinkedIn,2024-07-29,18:04,Video,34153,62170,2308,113,43,66,10,7.41
POST00533,Facebook,2024-03-05,20:04,Carousel,44920,62195,1718,26,24,27,6,4.0
POST00534,Instagram,2024-08-18,16:22,Video,55152,111450,1998,39,38,31,15,3.82
POST00535,Facebook,2024-03-06,17:40,Image,18581,44315,618,7,5,12,1,3.46
POST00536,Instagram,2024-10-27,19:27,Reel,44885,83359,2265,35,44,33,3,5.3
POST00537,LinkedIn,2024-09-14,01:53,Video,8365,14629,561,10,9,12,2,7.08
POST00538,Facebook,2024-03-04,09:10,Image,39993,96385,2385,95,23,64,7,6.42
POST00539,Instagram,2024-03-23,19:22,Reel,68905,100981,3109,58,15,87,26,4.74
POST00540,LinkedIn,2024-09-22,02:16,Image,11637,25051,844,32,7,20,3,7.76
POST00541,Instagram,2024-04-10,17:17,Image,48066,96503,3034,43,16,90,9,6.62
POST00542,Instagram,2024-03-05,19:34,Video,25972,52257,645,18,10,15,5,2.65
POST00543,Twitter/X,2024-02-17,05:37,Carousel,12445,15094,829,23,16,16,8,7.1
POST00544,LinkedIn,2024-10-24,22:46,Image,26006,61177,1142,50,10,23,9,4.71
POST00545,Instagram,2024-11-05,22:02,Story,41931,94954,1687,72,8,27,5,4.28
POST00546,Instagram,2024-01-15,22:16,Image,41521,72935,983,18,10,18,9,2.48
POST00547,LinkedIn,2024-11-29,22:26,Carousel,6441,8623,497,6,4,7,1,7.98
POST00548,Instagram,2024-11-12,15:56,Carousel,6301,13442,233,5,1,5,0,3.87
POST00549,Twitter/X,2024-11-17,20:19,Image,10449,25517,363,16,2,9,0,3.73
POST00550,Facebook,2024-09-04,21:19,Carousel,47446,57822,3234,159,45,64,28,7.38
POST00551,Twitter/X,2024-08-20,18:10,Carousel,20057,28237,1233,20,11,24,10,6.42
POST00552,LinkedIn,2024-08-13,14:13,Reel,28231,38215,1244,51,10,17,11,4.68
POST00553,Instagram,2024-06-23,10:55,Video,15518,33443,961,42,6,23,5,6.65
POST00554,LinkedIn,2024-06-12,11:25,Video,14296,24247,950,22,13,13,2,6.98
POST00555,Twitter/X,2024-03-07,16:35,Carousel,11754,26725,726,34,12,15,5,6.7
POST00556,Twitter/X,2024-02-24,21:07,Video,7572,14957,521,13,3,7,1,7.18
POST00557,Instagram,2024-05-16,04:06,Reel,62878,123395,3242,130,50,44,16,5.51
POST00558,Facebook,2024-01-26,21:55,Video,46666,109608,1893,70,10,45,7,4.32
POST00559,Instagram,2024-11-11,05:52,Reel,38859,51029,1248,39,10,26,3,3.4
POST00560,LinkedIn,2024-06-16,23:20,Image,11533,26018,467,6,6,10,3,4.24
POST00561,Instagram,2024-04-07,15:32,Reel,33462,64253,1742,31,13,49,6,5.48
POST00562,Facebook,2024-08-27,09:31,Carousel,11926,14370,597,19,8,6,2,5.28
POST00563,Facebook,2024-01-12,21:32,Image,41818,90622,3142,84,31,91,15,8.01
POST00564,Facebook,2024-08-22,06:37,Video,18263,35058,693,18,6,16,5,4.01
POST00565,LinkedIn,2024-06-29,20:31,Story,10091,24453,579,22,9,15,2,6.19
POST00566,Instagram,2024-11-01,20:43,Reel,50178,85488,2760,78,39,54,19,5.84
POST00567,Instagram,2024-08-28,18:54,Image,63134,137202,3090,57,60,75,29,5.2
POST00568,Facebook,2024-02-25,08:46,Video,37360,91559,1947,67,29,45,10,5.59
POST00569,Facebook,2024-07-06,11:02,Image,30369,75025,1048,38,18,22,2,3.71
POST00570,LinkedIn,2024-07-24,22:12,Reel,37016,78145,2640,70,25,75,14,7.59
POST00571,Facebook,2024-07-04,02:24,Image,6089,9901,419,14,4,8,3,7.31
POST00572,Instagram,2024-09-15,17:17,Carousel,27884,61619,1975,34,22,26,14,7.38
POST00573,Facebook,2024-11-15,03:08,Reel,38203,56359,859,19,11,23,6,2.39
POST00574,Facebook,2024-02-19,20:35,Story,36633,77114,1156,15,15,30,2,3.32
POST00575,LinkedIn,2024-07-06,06:38,Carousel,22224,42975,1245,20,13,27,12,5.87
POST00576,LinkedIn,2024-09-17,01:02,Carousel,23584,50410,731,16,8,7,2,3.23
POST00577,Facebook,2024-01-20,20:51,Image,19425,36423,618,26,4,7,3,3.37
POST00578,LinkedIn,2024-08-30,04:38,Video,14358,27648,586,27,11,11,2,4.42
POST00579,LinkedIn,2024-09-20,22:20,Image,20122,32944,1513,15,20,37,8,7.88
POST00580,Instagram,2024-03-24,22:47,Story,29959,42945,1104,31,13,28,8,3.93
POST00581,Facebook,2024-06-02,16:53,Carousel,20400,44867,483,15,3,5,0,2.48
POST00582,LinkedIn,2024-09-17,22:36,Image,6472,12372,495,9,3,8,3,7.96
POST00583,Twitter/X,2024-06-02,00:23,Image,5497,8971,214,3,2,2,1,4.02
POST00584,Twitter/X,2024-06-18,13:37,Story,11577,22934,718,15,10,13,3,6.53
POST00585,LinkedIn,2024-06-06,23:55,Image,4880,6462,220,3,1,4,0,4.67
POST00586,Instagram,2024-12-18,19:30,Video,13945,26871,709,9,3,20,3,5.31
POST00587,Facebook,2024-05-15,18:36,Image,12630,30467,688,10,9,17,3,5.73
POST00588,Twitter/X,2024-04-26,18:30,Video,22918,48930,831,18,14,16,5,3.84
POST00589,Facebook,2024-03-28,23:39,Image,24646,35471,1611,46,13,35,2,6.92
POST00590,Instagram,2024-07-13,19:02,Reel,92710,164623,6567,119,126,110,64,7.47
POST00591,LinkedIn,2024-10-20,03:12,Carousel,15161,18871,708,30,12,8,4,5.0
POST00592,Twitter/X,2024-01-10,13:09,Video,22726,31221,1729,69,33,40,7,8.23
POST00593,Twitter/X,2024-07-30,13:32,Image,17928,26528,1033,48,20,11,3,6.2
POST00594,Instagram,2024-11-09,23:46,Reel,63067,98863,2413,119,35,58,23,4.16
POST00595,Facebook,2024-02-01,16:13,Carousel,30586,62165,2172,86,28,50,7,7.64
POST00596,Facebook,2024-10-14,21:33,Video,50975,110364,1717,21,16,33,4,3.51
POST00597,Facebook,2024-07-11,19:29,Video,33112,76993,1809,66,9,30,14,5.78
POST00598,Instagram,2024-09-29,20:43,Video,10619,19709,217,8,3,2,0,2.17
POST00599,Twitter/X,2024-12-14,22:16,Video,9139,21777,576,19,9,15,2,6.77
POST00600,Facebook,2024-11-08,07:17,Video,8438,18428,517,23,10,9,1,6.62
